Restaurant,Food_Item,Calories,Total_Fat_g,Carbohydrates_g,Protein_g
Wendys,Mocha Iced Coffee Small,100,5,12,1
Wendys,Skinny Vanilla Iced Coffee Small,60,5,7,1
Wendys,Vanilla Iced Coffee Small,90,5,11,1
Wendys,Saltine Crackers,25,1,5,1
Wendys,BBQ Ranch Dressing,100,7,8,1
Wendys,Classic Ranch,100,10,2,1
Wendys,Honey Roasted Sunflower Seeds,45,4,3,1
Wendys,Light Classic Ranch,50,5,2,1
Wendys,Roasted Pecans,110,9,5,1
Wendys,Garden Side Salad,25,0,5,1
Wendys,Orange Juice Small,130,0,31,2
Wendys,Seasoned Homestyle Potatoes,230,9,34,2
Wendys,Gourmet Croutons,80,3,12,2
Wendys,Lemon Garlic Caesar Dressing,110,11,2,2
Wendys,Spicy Roasted Cashews,80,6,4,2
Wendys,NaturalCut Fries Value,230,11,30,3
Wendys,SteelCut Oatmeal with Apples and Caramel,200,2,47,4
Wendys,SteelCut Oatmeal with Summer Berries,180,2,40,4
Wendys,Cheddar Cheese Shredded,70,6,1,4
Wendys,Chocolate Chunk Cookie,390,21,51,4
Wendys,Double Chocolate Chip Cookie,350,17,48,4
Wendys,Oatmeal Bar,290,10,47,4
Wendys,Sugar Cookie,390,19,53,4
Wendys,Caesar Side Salad,60,4,5,4
Wendys,SteelCut Oatmeal with Cranberries and Pecans,330,12,57,5
Wendys,SteelCut Oatmeal Plain,150,3,33,5
Wendys,Espresso Chip Bar,290,11,43,5
Wendys,NaturalCut Fries Medium,420,21,55,5
Wendys,NaturalCut Fries Small,320,15,43,5
Wendys,NaturalCut Fries Large,530,25,68,6
Wendys,TruMoo Lowfat Chocolate Milk,140,3,22,7
Wendys,Chocolate Frosty Small,300,8,49,7
Wendys,Vanilla Frosty Small,280,7,47,7
Wendys,Plain Baked Potato,270,0,61,7
Wendys,TruMoo Lowfat White Milk,100,3,12,8
Wendys,Chicken Nuggets Kids Meal,180,11,11,8
Wendys,Sour Cream  Chives Baked Potato,320,4,63,8
Wendys,Sausage Gravy  Biscuit,460,24,51,9
Wendys,Spicy Chicken Nuggets 4 Piece,190,12,10,9
Wendys,Ghost Pepper Fries,520,33,47,9
Wendys,Chicken Nuggets 4 Piece,180,13,10,10
Wendys,Sausage  Egg Burrito,270,20,12,12
Wendys,Sausage Biscuit,460,29,37,13
Wendys,FreshBaked Biscuit with Egg  Cheese,360,18,36,14
Wendys,Chicken Nuggets 6 Piece,270,18,14,14
Wendys,Spicy Chicken Nuggets 6 Piece,280,18,15,14
Wendys,Bacon Sriracha Fries,600,39,47,14
Wendys,Chicken Go Wrap w Homestyle Chicken,320,16,30,15
Wendys,Crispy Chicken Sandwich,380,20,37,15
Wendys,Hamburger Kids Meal,250,10,25,15
Wendys,Jr. Hamburger,250,10,25,15
Wendys,Artisan Sandwich with Egg  Cheese,290,13,29,15
Wendys,Bacon Queso Fries,510,30,47,15
Wendys,Broccoli  Cheese Baked Potato,440,14,67,16
Wendys,Smoky Mushroom Bacon Potato,460,15,66,16
Wendys,Cheeseburger Kids Meal,290,13,25,17
Wendys,Chicken Go Wrap w Spicy Chicken,340,16,31,17
Wendys,Jr. Cheeseburger,290,13,26,17
Wendys,Jr. Cheeseburger Deluxe,350,19,27,17
Wendys,FreshBaked Biscuit with Applewood Smoked Bacon,410,21,36,17
Wendys,Asian Cashew Chicken Salad Half,110,2,8,17
Wendys,Chili Small,210,6,21,17
Wendys,Premium Cod Sandwich,480,23,51,18
Wendys,Apple Pecan Chicken Salad Half,180,6,14,18
Wendys,Spicy Chicken Caesar Salad Half,250,14,14,18
Wendys,Summer Berry Chicken Salad Half,210,6,24,18
Wendys,Chicken Go Wrap w Grilled Chicken,260,10,25,19
Wendys,Jr. Bacon Cheeseburger JBC,380,22,26,19
Wendys,Kids Grilled Chicken Wrap,260,10,25,19
Wendys,Artisan Egg Sandwich with Applewood Smoked Bacon,360,18,30,19
Wendys,Taco Salad Half Size,470,23,49,19
Wendys,Crispy Chicken BLT,440,24,37,20
Wendys,BBQ Ranch Chicken Salad Half,210,8,17,20
Wendys,Power Mediterranean Chicken Salad Half,230,8,21,20
Wendys,FreshBaked Biscuit with AllNatural Sausage,570,37,38,21
Wendys,Honey Butter Chicken Biscuit,510,25,52,21
Wendys,Southwest Avocado Chicken Salad Half,300,20,10,21
Wendys,Strawberry Mango Chicken Salad Half,270,12,23,21
Wendys,Artisan Egg Sandwich with AllNatural Sausage,500,33,31,22
Wendys,Chicken Tenders 3 Piece,300,14,20,22
Wendys,Bacon  Cheese Baked Potato,540,23,66,22
Wendys,Chicken Nuggets 10 Piece,450,30,24,23
Wendys,Mozzarella Chicken Salad Half,360,18,26,24
Wendys,Mornin Melt Panini with Egg  Cheese,450,27,33,25
Wendys,Spicy Chicken Nuggets 10 Piece,430,28,23,25
Wendys,Homestyle Chicken Fillet Sandwich,510,21,54,26
Wendys,Chili Large,310,9,31,26
Wendys,Double Stack,400,21,26,27
Wendys,Chicken Tenders 4 Piece,400,19,26,29
Wendys,Mornin Melt Panini with Applewood Smoked Bacon,520,32,33,30
Wendys,Daves Single Cheeseburger,580,33,42,31
Wendys,Spicy Chicken Fillet Sandwich,530,22,55,31
Wendys,Mornin Melt Panini with AllNatural Sausage,650,47,34,32
Wendys,Taco Salad Full Size,660,32,63,32
Wendys,Bacon Queso Burger,550,32,36,33
Wendys,Giant Junior Bacon Cheeseburger JBC,570,38,26,33
Wendys,Ultimate Chicken Grill Sandwich,390,10,42,33
Wendys,Asian Cashew Chicken Salad Whole,210,4,13,33
Wendys,Jalapeno Fresco Spicy Chicken Sandwich,590,29,51,34
Wendys,Asiago Ranch Club w Homestyle Chicken,690,36,56,35
Wendys,Grilled Chicken Sandwich,360,8,38,35
Wendys,Apple Pecan Chicken Salad Full,340,11,28,35
Wendys,Summer Berry Chicken Salad Full,380,9,41,35
Wendys,Baconator Single,660,40,40,36
Wendys,Smoky Mushroom Bacon Cheeseburger,760,49,46,36
Wendys,Bacon Queso Chicken Sandwich,590,27,53,37
Wendys,Spicy Chicken Caesar Salad Whole,470,25,26,37
Wendys,Southwest Avocado Chicken Sandwich,690,34,57,38
Wendys,Son of Baconator,700,43,40,39
Wendys,Spicy Sriracha Chicken Sandwich,670,35,51,39
Wendys,Power Mediterranean Chicken Salad Whole,430,14,38,39
Wendys,Strawberry Mango Chicken Salad Full,470,19,38,39
Wendys,Asiago Ranch Club wSpicyChicken,710,37,57,40
Wendys,BBQ Ranch Chicken Salad Whole,390,15,28,40
Wendys,Fresh Mozzarella Chicken Sandwich,420,14,34,41
Wendys,Mozzarella Chicken Salad Full,520,24,36,41
Wendys,Asiago Ranch Club wUltimate Chicken Grill,570,27,41,42
Wendys,Southwest Avocado Chicken Salad Full,600,41,18,42
Wendys,Daves Double Cheeseburger,800,48,42,50
Wendys,Daves Triple Cheeseburger,1060,67,42,72
